Movie,Year,Certificate,Genre,Overview,Runtime,Rating,No.of.Ratings,Director,Hero,Heroine
Chal Mohan Ranga,2018,U,Romance            ,"    Mohan Ranga falls in love with Megha Subramanyam, an NRI residing in the United States. Before she can reciprocate his love, circumstances make them fall apart. But destiny has other plans.",148,5.8,667,Krishna Chaitanya,Nithiin, Megha Akash
Vamsee,2000,NA,Action            ,    Vamsee(Mahesh babu) a fashion designer who got fell in love with Shilpaa(Namratha) a fashion college student when they went for a fashion contest in Australia.After the contest they came ...                See full summaryÂ Â»,145,4.8,662,B. Gopal,Mahesh Babu, Namrata Shirodkar
Endukante... Premanta,2012,U,"Comedy, Fantasy, Romance            ","    Unfortunate lovers of past meet in this life. But the meeting encounters escape from Paris, from terrorists and struggle to bring back the love to life. What ensues is a series of comedy ...                See full summaryÂ Â»",154,6.1,655,Karunakaran,Ram Pothineni, Tamannaah Bhatia
Veyyil,2006,UA,Drama            ,    Story of two brothers told from the perspective of older brother who recalls his childhood memories where he runs away from home and returns after 20 years. The rest of the film is all ...                See full summaryÂ Â»,136,7.7,655,Vasantha Balan,Bharath, Bhavana
Mallesham,2019,NA,Biography            ,"    The life of Padma Shri winner Chintakindi Mallesham, who invented the the Asu machine that processes yarn for sarees mechanically, is being recreated in this biopic.",131,8.5,652,Raj Rachakonda,Priyadarshi Pulikonda, Ananya Nagalla
Attack,2016,NA,"Action, Crime, Thriller            ","    Guru Raj, a powerful businessman, is killed and one of his three sons, Kaali, vows to find the culprit. When he is also killed, Radha, Kaali's brother, vows to uncover the killer and exact revenge.",158,6.1,639,Ram Gopal Verma,Vishal, Samantha Akkineni
Mosagallaku Mosagadu,2015,NA,"Action, Comedy, Crime            ",    Revolves around god statues stealing issues in India.,127,6.2,639,Nellore Bose,Sudheer Babu, Nandini Rai
Kandireega,2011,NA,"Action, Comedy, Romance            ",    Seenu (Ram) is a street-smart guy who shifts to Hyderabad from Anakapally to complete his degree in a college. He falls in love with Sruthi (Hansika Motwani) who also attends the same ...                See full summaryÂ Â»,130,6.2,638,Santosh Srinivas,Ram, Hansika Motwani
Raju Gari Gadhi 2,2017,UA,"Comedy, Horror, Thriller            ","    Rudra, a mentalist and a medium, helps track down a ghost that is haunting a resort.",117,5.3,633,Omkar,Nagarjuna, Samantha
Superstar Kidnap,2015,UA,Thriller            ,    Three youngsters meet accidentally in a drug deal plan to kidnap superstar maheshbabu to come out of their financial and personal crisis.,120,6.8,627,Sushanth Reddy,Nandu, Tejaswi Madivada
Pournami,2006,NA,"Action, Drama, Mystery            ","    A young woman, who has trained for a ceremonial dance, unexpectedly disappears. A stranger with a secret past arrives in town and offers to teach the dance to the woman's younger sister.",160,5.8,626,Prabhu Deva,Prabhas,Trisha Krishnan
Ninne Pelladatha,1996,UA,"Romance, Comedy, Drama            ","    Raju and Mahalaxmi meet at a marriage ceremony and both are attracted to each other. They soon fall deeply in love with each other, and decide to inform their respective parents of their ...                See full summaryÂ Â»",146,7.6,624,Krishna Vamsi,Nagarjuna, Tabu
Shailaja Reddy Alludu,2018,UA,"Action, Comedy, Drama            ",    The son of an egoistic businessman falls in love with an egoistic girl and has to convince her egoistic mother in order to marry her.,147,5.1,621,Maruthi Dasari,Naga Chaitanya, Anu Emmanuel
Jamba Lakidi Pamba,2018,NA,"Comedy, Fantasy            ",    This is the story of a man and woman who were joined together by destiny and how they were thrown into the brink of divorce due some unexpected twists and turns. The film will be a complete...                See full summaryÂ Â»,141,6.6,619,J. B. Murali Krishna,Srinivas Reddy, Siddhi Idnani
Jaya Janaki Nayaka,2017,UA,"Action, Romance            ","    Gagan and Sweety fall in love but are forced to break up because her father disapproves of him. While defending a family from thugs one day, Gagan unknowingly saves Sweety and vows to protect her.",149,5.1,617,Boyapati Srinu,Bellamkonda Sreenivas, Rakul Preet Singh
Akkada Ammayi Ikkada Abbayi,1996,U,"Action, Romance            ","    Nazar's daughter Supriya and Saratbabu's son Kalyan study in same college, where they both engage in few fights.Slowly love blossoms under these petty things. But their parents are rivals in the town.",159,5.2,610,E. V. V. Satyanarayana,Pawan Kalyan, Supriya
Pichhodu,2019,UA,Drama            ,"    A heartfelt story about soulmates. The film revolves around Rishi, who is on the search for true love. Protagonist Rishi lost his mother when he was a kid. She committed suicide due to his ...                See full summaryÂ Â»",0,9.5,605,Kodi Ramakrishna,Tarun, Sneha
Bobby,2002,NA,"Drama, Romance            ",    Love between two youngsters leads to a dispute between two families.,161,3.7,605,Sobhan,Mahesh Babu, Aarthi Agarwal
Okka Kshanam,2017,UA,"Action, Romance, Thriller            ","    Jeeva (Allu Sirish) leads a happy life with his lover turned life partner Surabhi, until he gets to know his neighbor and their life. The couple witnesses bizarre coincidences and ...                See full summaryÂ Â»",150,7,603,Vi Anand,Allu Sirish, Surabhi
Achari America Yathra,2018,UA,"Comedy, Family            ","    Achari tricks his Guru into taking a group trip to the US to pursue his dream girl, whom he met in India.",135,5.8,603,G. Nageswara Reddy,Vishnu Manchu, Pragya Jaiswal
Sathyaa,1988,U,"Action, Crime, Drama            ",    Sathya (Kamal Hassan) is a young man who wants to make a difference and ends up becoming a henchman to a political leader who has his own agenda.,147,7.8,601,P. Vasu,Vijay, Sayyeshaa Saigal
Bengal Tiger,2015,UA,"Action, Comedy            ","    Akash gets rejected by a girl because he isn't popular. Insulted, Akash starts doing whatever he can to become the talk of the town.",145,5.1,600,Sampath Nandi,Ravi Teja, Tamannaah 
Ashok,2006,A,Action            ,"    A quick-tempered auto-mechanic is desperate to reconcile with his pacifist father; but a threat from a blood-thirsty mobster forces him to fight for the sake of his family, friends, and love.",0,5.7,596,Surender Reddy,NTR Jr., Sameera Reddy
Coolie No. 1,1991,NA,"Action, Drama, Romance            ",nan,146,6.5,596,David Dhawan,Venkatesh, Tabu
Pathala Bhairavi,1951,U,"Action, Adventure, Family            ","    A poor man, in love with a princess, is persuaded by an evil sorcerer to help him get the blessing of a Goddess.",192,8.5,592,Kadiri Venkata Reddy,NTR Sr., Malathi
Goutham Nanda,2017,UA,"Action, Drama            ",    The son of a billionaire decides to take an extreme step by leaving behind his riches and swapping his life with a depressed techie look-alike who wants to be a billionaire.,155,6.4,591,Sampath Nandi,Gopichand, Catherine Tresa
Gang Leader,1991,U,"Action, Drama            ","    Rajaram, an unemployed easygoing person, takes revenge on his elder brother's murderers and gets his separated family members together.",155,7.8,591,Vijaya Bapineedu,Chiranjeevi, Vijayashanti
Mahanubhavudu,2017,UA,"Comedy, Drama, Romance            ",    A kind-hearted person must face his OCD condition in order to win his love back.,151,6.4,587,Maruthi Dasari,Sharwanand, Mehreen Pirzada
118,2019,UA,"Action, Thriller            ",    A recurring nightmare involving the murder of a young woman prompts an investigative journalist on a quest to find out whether there is any truth to the dream.,120,6.6,586,K. V. Guhan,Kalyan Ram, Nivetha Thomas
Heart Attack,2014,A,"Action, Romance            ",    A commitment phobic hippie falls in love with a woman and chases her much to get dismay and aims to get what he needs.,142,5.3,586,Puri Jagannadh,Nithiin, Adah Sharma
Dictator,2016,UA,"Action, Drama            ","    Chandu lives a normal life with his in laws in Hyderabad. One fine day, he comes across an aspiring actress Sonala helps her in a critical situation. The problems gets big and Chandu lands himself in a huge mess.",155,4.2,585,Sriwass,Nandamuri Balakrishna, Anjali
Idiot,2002,U,"Action, Comedy, Romance            ","    Chanti who gets beaten up black and blue is rescued by a girl who takes care of him in the hospital, till he gets fine. He falls for this unknown girl. Will he ever find her and convey his feelings?",139,7.1,585,Puri Jagannadh,Ravi Teja, Rakshita
Neninthe,2008,UA,"Action, Drama            ",    A wanna be director's struggle in the film industry. The problems he faces and how he overcomes them.,126,6.8,583,Puri Jagannadh,Ravi Teja, Siya Gautham
Rarandoi Veduka Chudham,2017,UA,"Action, Romance            ","    While attending a wedding, a gregarious young man falls in love with a stubborn woman.",145,5.6,581,Kalyan Krishna Kurasala,Naga Chaitanya, Rakul Preet Singh
Aswathama,2020,UA,"Action, Thriller            ",    A man works to uncover the details behind a series of crimes targeting women.,133,6.4,579,Ramana Teja,Naga Shaurya, Mehreen Pirzada
Yamajaathakudu,1999,NA,"Action, Comedy, Fantasy            ",nan,140,4.9,579,Singeetam Srinivasa Rao,Nandamuri Balakrishna, Sonal Chauhan
Jaanu,2020,UA,"Drama, Romance            ","    Decades post-high school, Ram and Jaanu meet at their school's reunion and explore their past thoughts consisting of affection, care, depth and grieve all over the period of one evening.",151,7,574,C. Prem Kumar,Sharwanand, Samantha
Neevevaro,2018,NA,"Action, Romance, Thriller            ","    As Kalyan, a blind chef and Vennela, who comes visiting him at his restaurant, fall in love and start making plans for their future, Vennela goes missing. Series of unexpected and shocking events follow.",130,6.9,570,Hari Nath,Aadhi Pinisetty, Taapsee Pannu
Power Unlimited 2,2018,UA,Action            ,    A peaceful man completely devoted to his family finds his violent past resurfacing.,147,4.8,570,Vikram Sirikonda,Ravi Teja, Raashi Khanna
Guru,2017,U,"Action, Drama, Sport            ",    A curmudgeonly boxing coach sees the potential in a young woman; his belief in her changes her life.,116,7.9,568,Sudha Kongara,Venkatesh, Ritika Singh
Kee,2019,UA,"Action, Thriller            ","    A man falls in love with a girl and tries to impress her. However, their life takes a serious turn when they fall victim to cyber-bullying.",138,5.1,567,Kalees,Jiiva, Nikki Galrani
Jagadam,2007,A,Action            ,    A young man is drawn to violence but finds out that it's easier to get into violent situations than out of them.,163,6.8,566,Sukumar,Ram, Isha Sahani
Daruvu,2012,UA,"Action, Comedy, Fantasy            ",    In Yamalokam retirement age comes from Senior Yama and he gives charge to his Son. However experienced Chitragupta is retained much to his disappointment. He decides to teach a lesson to ...                See full summaryÂ Â»,159,5,565,Siva,Ravi Teja, Taapsee Pannu
Damarukam,2012,UA,"Action, Drama, Fantasy            ",    A demon born from darkness plans to take over the world by marrying a girl with ominous horoscope.,157,5.3,565,Srinivasa Reddy,Nagarjuna, Anushka Shetty
Super,2005,UA,"Action, Comedy            ","    Sonu, his sister, Sasha, and their friend, Akhil, live a poor lifestyle in India. While Sasha has given her heart to Akhil, he treats her as a close friend and confidant. Times get so tough...                See full summaryÂ Â»",151,5.1,564,Puri Jagannadh,Upendra, Nayanthara
Krishna: The Power of Indrakeeladri,2008,NA,"Action, Comedy, Drama            ","    The film is about Krishna, who was once a software engineer but quits his job to give it to his friend and is unemployed in the city of Vijayawada. Sandhya is a girl from Hyderabad who ...                See full summaryÂ Â»",147,6.3,561,V. V. Vinayak ,Ravi Teja, Trisha Krishnan
Chakram,2005,NA,Drama            ,"    A medical student with a secret inexplicably abandons his bride-to-be and hometown, but his past catches up to him.",0,6,561,Krishna Vamsi,Prabhas, Charmy Kaur
Size Zero,2015,U,"Comedy, Romance            ","    Sweety, an obese woman, is shocked when her friend falls sick after joining a slimming centre. So she begins a campaign to highlight the importance of being fit rather than slim.",125,5.4,556,Prakash Kovelamudi, Arya, Anushka Shetty
Bhadra,2005,A,Action            ,"    Bhadra sees Raja's sister Anu on a video & falls in love with her. Badra visits Raja's home & he realises that, Raja's family is highly involved in feud actions. In a rival gang fight ...                See full summaryÂ Â»",153,6.7,555,Boyapati Srinu,Ravi Teja, Meera Jasmine
Erra Buss,2014,NA,"Comedy, Drama            ","    The film tells the story of an orphaned boy who is raised single-handedly by his grandfather. After growing up, he gets a good job and falls in love with the perfect girl. But his ...                See full summaryÂ Â»",140,6.2,548,Vamsy,Sumanth Shailendra, Catherine Tresa
